path	age	gender_female	gender_male	if_added
common_voice_pl_25314012.mp3	10	0	1	0
common_voice_pl_25314013.mp3	10	0	1	0
common_voice_pl_25110366.mp3	10	0	1	0
common_voice_pl_25110369.mp3	10	0	1	0
common_voice_pl_25110372.mp3	10	0	1	0
common_voice_pl_25110374.mp3	10	0	1	0
common_voice_pl_25110389.mp3	10	0	1	0
common_voice_pl_25110393.mp3	10	0	1	0
common_voice_pl_25110397.mp3	10	0	1	0
common_voice_pl_25110405.mp3	10	0	1	0
common_voice_pl_25110407.mp3	10	0	1	0
common_voice_pl_25110409.mp3	10	0	1	0
common_voice_pl_25110412.mp3	10	0	1	0
common_voice_pl_25110413.mp3	10	0	1	0
common_voice_pl_20619023.mp3	10	0	1	0
common_voice_pl_20619024.mp3	10	0	1	0
common_voice_pl_20619028.mp3	10	0	1	0
common_voice_pl_20620269.mp3	10	0	1	0
common_voice_pl_20620270.mp3	10	0	1	0
common_voice_pl_20620271.mp3	10	0	1	0
common_voice_pl_20620272.mp3	10	0	1	0
common_voice_pl_20620330.mp3	10	0	1	0
common_voice_pl_20620333.mp3	10	0	1	0
common_voice_pl_20620335.mp3	10	0	1	0
common_voice_pl_20620337.mp3	10	0	1	0
common_voice_pl_20620338.mp3	10	0	1	0
common_voice_pl_20877193.mp3	10	0	1	0
common_voice_pl_20877194.mp3	10	0	1	0
common_voice_pl_20877195.mp3	10	0	1	0
common_voice_pl_20877196.mp3	10	0	1	0
common_voice_pl_20877197.mp3	10	0	1	0
common_voice_pl_20877203.mp3	10	0	1	0
common_voice_pl_20877204.mp3	10	0	1	0
common_voice_pl_20877205.mp3	10	0	1	0
common_voice_pl_20877206.mp3	10	0	1	0
common_voice_pl_20877207.mp3	10	0	1	0
common_voice_pl_20877208.mp3	10	0	1	0
common_voice_pl_20877209.mp3	10	0	1	0
common_voice_pl_20877210.mp3	10	0	1	0
common_voice_pl_20877211.mp3	10	0	1	0
common_voice_pl_20877212.mp3	10	0	1	0
common_voice_pl_21652996.mp3	10	0	1	0
common_voice_pl_21652997.mp3	10	0	1	0
common_voice_pl_21652998.mp3	10	0	1	0
common_voice_pl_21653000.mp3	10	0	1	0
common_voice_pl_21653002.mp3	10	0	1	0
common_voice_pl_21653074.mp3	10	0	1	0
common_voice_pl_21653076.mp3	10	0	1	0
common_voice_pl_21653078.mp3	10	0	1	0
common_voice_pl_21653079.mp3	10	0	1	0
common_voice_pl_21653199.mp3	10	0	1	0
common_voice_pl_21653201.mp3	10	0	1	0
common_voice_pl_21653203.mp3	10	0	1	0
common_voice_pl_21653245.mp3	10	0	1	0
common_voice_pl_21653248.mp3	10	0	1	0
common_voice_pl_21653250.mp3	10	0	1	0
common_voice_pl_22283564.mp3	10	1	0	0
common_voice_pl_22283565.mp3	10	0	1	0
common_voice_pl_22283566.mp3	10	0	1	0
common_voice_pl_22283567.mp3	10	1	0	0
common_voice_pl_22283568.mp3	10	0	1	0
common_voice_pl_22283589.mp3	10	0	1	0
common_voice_pl_22283590.mp3	10	0	1	0
common_voice_pl_22283591.mp3	10	0	1	0
common_voice_pl_22283592.mp3	10	0	1	0
common_voice_pl_22283593.mp3	10	0	1	0
common_voice_pl_22283613.mp3	10	1	0	0
common_voice_pl_22283614.mp3	10	1	0	0
common_voice_pl_22283616.mp3	10	0	1	0
common_voice_pl_22283618.mp3	10	1	0	0
common_voice_pl_22283621.mp3	10	0	1	0
common_voice_pl_24683137.mp3	10	0	1	0
common_voice_pl_24683138.mp3	10	0	1	0
common_voice_pl_24683139.mp3	10	0	1	0
common_voice_pl_24683140.mp3	10	0	1	0
common_voice_pl_24683141.mp3	10	0	1	0
common_voice_pl_24683152.mp3	10	0	1	0
common_voice_pl_24683153.mp3	10	0	1	0
common_voice_pl_24683154.mp3	10	0	1	0
common_voice_pl_24683155.mp3	10	0	1	0
common_voice_pl_24683156.mp3	10	0	1	0
common_voice_pl_24683172.mp3	10	0	1	0
common_voice_pl_24683173.mp3	10	0	1	0
common_voice_pl_24683174.mp3	10	0	1	0
common_voice_pl_24683175.mp3	10	0	1	0
common_voice_pl_24683176.mp3	10	0	1	0
common_voice_pl_24979837.mp3	10	0	1	0
common_voice_pl_24979838.mp3	10	0	1	0
common_voice_pl_24979839.mp3	10	0	1	0
common_voice_pl_24979840.mp3	10	0	1	0
common_voice_pl_24979841.mp3	10	0	1	0
common_voice_pl_24979847.mp3	10	0	1	0
common_voice_pl_24979848.mp3	10	0	1	0
common_voice_pl_24979849.mp3	10	0	1	0
common_voice_pl_24979850.mp3	10	0	1	0
common_voice_pl_24979851.mp3	10	0	1	0
common_voice_pl_24979916.mp3	10	0	1	0
common_voice_pl_24979917.mp3	10	0	1	0
common_voice_pl_24979918.mp3	10	0	1	0
common_voice_pl_24979920.mp3	10	0	1	0
common_voice_pl_24979921.mp3	10	0	1	0
common_voice_pl_24979926.mp3	10	0	1	0
common_voice_pl_24979927.mp3	10	0	1	0
common_voice_pl_24979929.mp3	10	0	1	0
common_voice_pl_26881269.mp3	10	1	0	0
common_voice_pl_26881270.mp3	10	1	0	0
common_voice_pl_26881271.mp3	10	1	0	0
common_voice_pl_26881273.mp3	10	1	0	0
common_voice_pl_26881362.mp3	10	1	0	0
common_voice_pl_26881364.mp3	10	1	0	0
common_voice_pl_26881365.mp3	10	1	0	0
common_voice_pl_26881366.mp3	10	1	0	0
common_voice_pl_26881367.mp3	10	1	0	0
common_voice_pl_26881415.mp3	10	1	0	0
common_voice_pl_26881416.mp3	10	1	0	0
common_voice_pl_26881417.mp3	10	1	0	0
common_voice_pl_26881418.mp3	10	1	0	0
common_voice_pl_26881419.mp3	10	1	0	0
common_voice_pl_27067351.mp3	10	1	0	0
common_voice_pl_27067353.mp3	10	1	0	0
common_voice_pl_27067354.mp3	10	1	0	0
common_voice_pl_27067467.mp3	10	1	0	0
common_voice_pl_27067475.mp3	10	1	0	0
common_voice_pl_20733194.mp3	10	0	1	0
common_voice_pl_20733195.mp3	10	0	1	0
common_voice_pl_20733196.mp3	10	0	1	0
common_voice_pl_20733197.mp3	10	0	1	0
common_voice_pl_20733198.mp3	10	0	1	0
common_voice_pl_20733214.mp3	10	0	1	0
common_voice_pl_20733215.mp3	10	0	1	0
common_voice_pl_20733216.mp3	10	0	1	0
common_voice_pl_20733217.mp3	10	0	1	0
common_voice_pl_20733218.mp3	10	0	1	0
common_voice_pl_20733239.mp3	10	0	1	0
common_voice_pl_20733240.mp3	10	0	1	0
common_voice_pl_20733241.mp3	10	0	1	0
common_voice_pl_20733242.mp3	10	0	1	0
common_voice_pl_20733254.mp3	10	0	1	0
common_voice_pl_20733255.mp3	10	0	1	0
common_voice_pl_20733256.mp3	10	0	1	0
common_voice_pl_20733257.mp3	10	0	1	0
common_voice_pl_20733258.mp3	10	0	1	0
common_voice_pl_20674770.mp3	10	1	0	0
common_voice_pl_20674771.mp3	10	1	0	0
common_voice_pl_20674772.mp3	10	1	0	0
common_voice_pl_20674773.mp3	10	1	0	0
common_voice_pl_20674774.mp3	10	1	0	0
common_voice_pl_20674800.mp3	10	1	0	0
common_voice_pl_20674803.mp3	10	1	0	0
common_voice_pl_20678246.mp3	10	0	1	0
common_voice_pl_20678249.mp3	10	1	0	0
common_voice_pl_20678250.mp3	10	1	0	0
common_voice_pl_20678254.mp3	10	1	0	0
common_voice_pl_20681006.mp3	10	1	0	0
common_voice_pl_20681009.mp3	10	1	0	0
common_voice_pl_20681011.mp3	10	1	0	0
common_voice_pl_20813203.mp3	10	1	0	0
common_voice_pl_20813204.mp3	10	1	0	0
common_voice_pl_20813205.mp3	10	1	0	0
common_voice_pl_20813206.mp3	10	1	0	0
common_voice_pl_20813207.mp3	10	1	0	0
common_voice_pl_39878393.mp3	10	0	1	0
common_voice_pl_39878394.mp3	10	0	1	0
common_voice_pl_39878395.mp3	10	0	1	0
common_voice_pl_39878396.mp3	10	0	1	0
common_voice_pl_39878397.mp3	10	0	1	0
common_voice_pl_39878413.mp3	10	0	1	0
common_voice_pl_39878414.mp3	10	0	1	0
common_voice_pl_39878415.mp3	10	0	1	0
common_voice_pl_39878416.mp3	10	0	1	0
common_voice_pl_39878417.mp3	10	0	1	0
common_voice_pl_39878418.mp3	10	0	1	0
common_voice_pl_39878419.mp3	10	0	1	0
common_voice_pl_39878420.mp3	10	0	1	0
common_voice_pl_39878421.mp3	10	0	1	0
common_voice_pl_39878422.mp3	10	0	1	0
common_voice_pl_39900304.mp3	10	0	1	0
common_voice_pl_39900305.mp3	10	0	1	0
common_voice_pl_39900306.mp3	10	0	1	0
common_voice_pl_39900307.mp3	10	0	1	0
common_voice_pl_39900308.mp3	10	0	1	0
common_voice_pl_21978514.mp3	10	1	0	0
common_voice_pl_21978515.mp3	10	1	0	0
common_voice_pl_21978518.mp3	10	1	0	0
common_voice_pl_21978521.mp3	10	1	0	0
common_voice_pl_21978525.mp3	10	1	0	0
common_voice_pl_21978784.mp3	10	1	0	0
common_voice_pl_21978788.mp3	10	1	0	0
common_voice_pl_21978792.mp3	10	1	0	0
common_voice_pl_21978796.mp3	10	1	0	0
common_voice_pl_21978800.mp3	10	1	0	0
common_voice_pl_21978873.mp3	10	1	0	0
common_voice_pl_21978878.mp3	10	1	0	0
common_voice_pl_21978882.mp3	10	1	0	0
common_voice_pl_21978888.mp3	10	0	1	0
common_voice_pl_21978892.mp3	10	1	0	0
common_voice_pl_21979233.mp3	10	1	0	0
common_voice_pl_21979237.mp3	10	1	0	0
common_voice_pl_21979239.mp3	10	1	0	0
common_voice_pl_21979241.mp3	10	1	0	0
common_voice_pl_21979243.mp3	10	1	0	0
common_voice_pl_20609469.mp3	10	0	1	0
common_voice_pl_20609472.mp3	10	0	1	0
common_voice_pl_20609476.mp3	10	0	1	0
common_voice_pl_20609479.mp3	10	0	1	0
common_voice_pl_20609480.mp3	10	0	1	0
common_voice_pl_20609556.mp3	10	0	1	0
common_voice_pl_20609558.mp3	10	0	1	0
common_voice_pl_20609560.mp3	10	0	1	0
common_voice_pl_20609562.mp3	10	0	1	0
common_voice_pl_20609565.mp3	10	0	1	0
common_voice_pl_20609606.mp3	10	0	1	0
common_voice_pl_20609607.mp3	10	0	1	0
common_voice_pl_20609608.mp3	10	0	1	0
common_voice_pl_20609609.mp3	10	0	1	0
common_voice_pl_20609610.mp3	10	0	1	0
common_voice_pl_20610287.mp3	10	0	1	0
common_voice_pl_20610289.mp3	10	0	1	0
common_voice_pl_20610291.mp3	10	0	1	0
common_voice_pl_20610294.mp3	10	0	1	0
common_voice_pl_20610298.mp3	10	0	1	0
common_voice_pl_26967414.mp3	10	0	1	0
common_voice_pl_26967419.mp3	10	0	1	0
common_voice_pl_26967422.mp3	10	0	1	0
common_voice_pl_26967423.mp3	10	0	1	0
common_voice_pl_26967424.mp3	10	0	1	0
common_voice_pl_26967580.mp3	10	0	1	0
common_voice_pl_26967582.mp3	10	0	1	0
common_voice_pl_26967584.mp3	10	0	1	0
common_voice_pl_26967587.mp3	10	0	1	0
common_voice_pl_26967592.mp3	10	0	1	0
common_voice_pl_26968737.mp3	10	0	1	0
common_voice_pl_26968739.mp3	10	0	1	0
common_voice_pl_26968743.mp3	10	0	1	0
common_voice_pl_26968746.mp3	10	0	1	0
common_voice_pl_26968748.mp3	10	0	1	0
common_voice_pl_35292176.mp3	10	0	1	0
common_voice_pl_35292178.mp3	10	0	1	0
common_voice_pl_35292179.mp3	10	0	1	0
common_voice_pl_35292184.mp3	10	0	1	0
common_voice_pl_35292185.mp3	10	0	1	0
common_voice_pl_35292187.mp3	10	0	1	0
common_voice_pl_35292188.mp3	10	0	1	0
common_voice_pl_35292189.mp3	10	0	1	0
common_voice_pl_35292193.mp3	10	0	1	0
common_voice_pl_35292194.mp3	10	0	1	0
common_voice_pl_35292195.mp3	10	0	1	0
common_voice_pl_35292197.mp3	10	0	1	0
common_voice_pl_35292198.mp3	10	0	1	0
common_voice_pl_35292204.mp3	10	0	1	0
common_voice_pl_35292205.mp3	10	0	1	0
common_voice_pl_35292206.mp3	10	0	1	0
common_voice_pl_22072401.mp3	10	1	0	0
common_voice_pl_22072406.mp3	10	0	1	0
common_voice_pl_22072411.mp3	10	1	0	0
common_voice_pl_22072554.mp3	10	0	1	0
common_voice_pl_22072558.mp3	10	1	0	0
common_voice_pl_22072565.mp3	10	1	0	0
common_voice_pl_22072570.mp3	10	1	0	0
common_voice_pl_22072574.mp3	10	1	0	0
common_voice_pl_22072579.mp3	10	1	0	0
common_voice_pl_22072590.mp3	10	1	0	0
common_voice_pl_22072597.mp3	10	1	0	0
common_voice_pl_22072600.mp3	10	1	0	0
common_voice_pl_22072604.mp3	10	1	0	0
common_voice_pl_22072818.mp3	10	1	0	0
common_voice_pl_22072821.mp3	10	1	0	0
common_voice_pl_22072822.mp3	10	1	0	0
common_voice_pl_22072823.mp3	10	1	0	0
common_voice_pl_22072841.mp3	10	1	0	0
common_voice_pl_22072842.mp3	10	1	0	0
common_voice_pl_22072843.mp3	10	1	0	0
common_voice_pl_22072846.mp3	10	1	0	0
common_voice_pl_22072848.mp3	10	1	0	0
common_voice_pl_22072866.mp3	10	1	0	0
common_voice_pl_22072870.mp3	10	1	0	0
common_voice_pl_22072878.mp3	10	1	0	0
common_voice_pl_22072883.mp3	10	1	0	0
common_voice_pl_22072889.mp3	10	1	0	0
common_voice_pl_26954331.mp3	10	1	0	0
common_voice_pl_20633074.mp3	10	0	1	0
common_voice_pl_20633079.mp3	10	0	1	0
common_voice_pl_20633083.mp3	10	0	1	0
common_voice_pl_20633085.mp3	10	0	1	0
common_voice_pl_27002632.mp3	10	0	1	0
common_voice_pl_27002633.mp3	10	0	1	0
common_voice_pl_27002634.mp3	10	0	1	0
common_voice_pl_27002635.mp3	10	0	1	0
common_voice_pl_27002636.mp3	10	0	1	0
common_voice_pl_27002769.mp3	10	0	1	0
common_voice_pl_27002770.mp3	10	0	1	0
common_voice_pl_27002771.mp3	10	0	1	0
common_voice_pl_27002772.mp3	10	0	1	0
common_voice_pl_27002773.mp3	10	0	1	0
common_voice_pl_27030467.mp3	10	0	1	0
common_voice_pl_27030469.mp3	10	0	1	0
common_voice_pl_27030470.mp3	10	0	1	0
common_voice_pl_27030472.mp3	10	0	1	0
common_voice_pl_27030474.mp3	10	0	1	0
common_voice_pl_27030516.mp3	10	0	1	0
common_voice_pl_27030519.mp3	10	0	1	0
common_voice_pl_27030520.mp3	10	0	1	0
common_voice_pl_27030521.mp3	10	0	1	0
common_voice_pl_27030522.mp3	10	0	1	0
common_voice_pl_27030587.mp3	10	0	1	0
common_voice_pl_27030588.mp3	10	0	1	0
common_voice_pl_27030590.mp3	10	0	1	0
common_voice_pl_27030591.mp3	10	0	1	0
common_voice_pl_27030592.mp3	10	0	1	0
common_voice_pl_27030638.mp3	10	0	1	0
common_voice_pl_27030641.mp3	10	0	1	0
common_voice_pl_27030644.mp3	10	0	1	0
common_voice_pl_27030732.mp3	10	0	1	0
common_voice_pl_27030733.mp3	10	0	1	0
common_voice_pl_27030735.mp3	10	0	1	0
common_voice_pl_27030737.mp3	10	0	1	0
common_voice_pl_27030739.mp3	10	0	1	0
common_voice_pl_27030823.mp3	10	0	1	0
common_voice_pl_27030824.mp3	10	0	1	0
common_voice_pl_27030825.mp3	10	0	1	0
common_voice_pl_27030826.mp3	10	0	1	0
common_voice_pl_20873678.mp3	10	0	1	0
common_voice_pl_20873679.mp3	10	0	1	0
common_voice_pl_20873680.mp3	10	0	1	0
common_voice_pl_20873681.mp3	10	0	1	0
common_voice_pl_20873682.mp3	10	0	1	0
common_voice_pl_20873683.mp3	10	0	1	0
common_voice_pl_20873684.mp3	10	0	1	0
common_voice_pl_20873685.mp3	10	0	1	0
common_voice_pl_20873686.mp3	10	0	1	0
common_voice_pl_20873687.mp3	10	0	1	0
common_voice_pl_20873689.mp3	10	0	1	0
common_voice_pl_20873690.mp3	10	0	1	0
common_voice_pl_20873691.mp3	10	0	1	0
common_voice_pl_20873692.mp3	10	0	1	0
common_voice_pl_20873693.mp3	10	0	1	0
common_voice_pl_20873694.mp3	10	0	1	0
common_voice_pl_20873695.mp3	10	0	1	0
common_voice_pl_20873697.mp3	10	0	1	0
common_voice_pl_20873698.mp3	10	0	1	0
common_voice_pl_20873699.mp3	10	0	1	0
common_voice_pl_20873700.mp3	10	0	1	0
common_voice_pl_20873701.mp3	10	0	1	0
common_voice_pl_20873702.mp3	10	0	1	0
common_voice_pl_20873708.mp3	10	0	1	0
common_voice_pl_20873709.mp3	10	0	1	0
common_voice_pl_20873710.mp3	10	0	1	0
common_voice_pl_20873711.mp3	10	0	1	0
common_voice_pl_20873712.mp3	10	0	1	0
common_voice_pl_20873713.mp3	10	0	1	0
common_voice_pl_20873714.mp3	10	0	1	0
common_voice_pl_20873715.mp3	10	0	1	0
common_voice_pl_20873716.mp3	10	0	1	0
common_voice_pl_20873717.mp3	10	0	1	0
common_voice_pl_20873720.mp3	10	0	1	0
common_voice_pl_20873721.mp3	10	0	1	0
common_voice_pl_20873722.mp3	10	0	1	0
common_voice_pl_20873723.mp3	10	0	1	0
common_voice_pl_20873724.mp3	10	0	1	0
common_voice_pl_20873728.mp3	10	0	1	0
common_voice_pl_20873731.mp3	10	1	0	0
common_voice_pl_20873732.mp3	10	0	1	0
common_voice_pl_20873733.mp3	10	0	1	0
common_voice_pl_20619419.mp3	10	0	1	0
common_voice_pl_20619420.mp3	10	0	1	0
common_voice_pl_20619421.mp3	10	0	1	0
common_voice_pl_20619422.mp3	10	0	1	0
common_voice_pl_20619423.mp3	10	0	1	0
common_voice_pl_20619502.mp3	10	0	1	0
common_voice_pl_20619504.mp3	10	0	1	0
common_voice_pl_20619506.mp3	10	0	1	0
common_voice_pl_20619507.mp3	10	0	1	0
common_voice_pl_20619508.mp3	10	0	1	0
common_voice_pl_20619630.mp3	10	0	1	0
common_voice_pl_20619633.mp3	10	0	1	0
common_voice_pl_20619634.mp3	10	0	1	0
common_voice_pl_20619636.mp3	10	0	1	0
common_voice_pl_20619638.mp3	10	0	1	0
common_voice_pl_20619831.mp3	10	0	1	0
common_voice_pl_20619834.mp3	10	0	1	0
common_voice_pl_20619837.mp3	10	0	1	0
common_voice_pl_20619840.mp3	10	0	1	0
common_voice_pl_20619841.mp3	10	0	1	0
common_voice_pl_20619966.mp3	10	0	1	0
common_voice_pl_20619967.mp3	10	0	1	0
common_voice_pl_20619969.mp3	10	0	1	0
common_voice_pl_20619972.mp3	10	0	1	0
common_voice_pl_20619974.mp3	10	0	1	0
common_voice_pl_20620354.mp3	10	0	1	0
common_voice_pl_20620355.mp3	10	0	1	0
common_voice_pl_20620356.mp3	10	0	1	0
common_voice_pl_20620357.mp3	10	0	1	0
common_voice_pl_20620358.mp3	10	0	1	0
common_voice_pl_20644590.mp3	10	0	1	0
common_voice_pl_20644591.mp3	10	0	1	0
common_voice_pl_20644592.mp3	10	0	1	0
common_voice_pl_20644593.mp3	10	0	1	0
common_voice_pl_20644594.mp3	10	0	1	0
common_voice_pl_20644640.mp3	10	0	1	0
common_voice_pl_20644641.mp3	10	0	1	0
common_voice_pl_20644642.mp3	10	0	1	0
common_voice_pl_20644643.mp3	10	0	1	0
common_voice_pl_20644644.mp3	10	0	1	0
common_voice_pl_20644680.mp3	10	0	1	0
common_voice_pl_20644681.mp3	10	0	1	0
common_voice_pl_20644682.mp3	10	0	1	0
common_voice_pl_20644683.mp3	10	0	1	0
common_voice_pl_20644685.mp3	10	0	1	0
common_voice_pl_32259724.mp3	10	1	0	0
common_voice_pl_32259725.mp3	10	1	0	0
common_voice_pl_32259726.mp3	10	1	0	0
common_voice_pl_32259727.mp3	10	1	0	0
common_voice_pl_32259728.mp3	10	0	1	0
common_voice_pl_32259729.mp3	10	1	0	0
common_voice_pl_32259730.mp3	10	0	1	0
common_voice_pl_32259731.mp3	10	1	0	0
common_voice_pl_32259732.mp3	10	1	0	0
common_voice_pl_32259733.mp3	10	1	0	0
common_voice_pl_32259734.mp3	10	0	1	0
common_voice_pl_32259735.mp3	10	0	1	0
common_voice_pl_32259736.mp3	10	0	1	0
common_voice_pl_32259737.mp3	10	1	0	0
common_voice_pl_32259738.mp3	10	0	1	0
common_voice_pl_32259739.mp3	10	1	0	0
common_voice_pl_32259740.mp3	10	0	1	0
common_voice_pl_32259741.mp3	10	0	1	0
common_voice_pl_32259742.mp3	10	1	0	0
common_voice_pl_32259743.mp3	10	0	1	0
common_voice_pl_32259744.mp3	10	0	1	0
common_voice_pl_32259747.mp3	10	0	1	0
common_voice_pl_21463528.mp3	10	0	1	0
common_voice_pl_21463529.mp3	10	0	1	0
common_voice_pl_21463530.mp3	10	0	1	0
common_voice_pl_21463531.mp3	10	0	1	0
common_voice_pl_21463532.mp3	10	0	1	0
common_voice_pl_21463568.mp3	10	0	1	0
common_voice_pl_21463569.mp3	10	0	1	0
common_voice_pl_21463572.mp3	10	0	1	0
common_voice_pl_21463576.mp3	10	0	1	0
common_voice_pl_21463580.mp3	10	0	1	0
common_voice_pl_21463611.mp3	10	0	1	0
common_voice_pl_21463612.mp3	10	0	1	0
common_voice_pl_21463613.mp3	10	0	1	0
common_voice_pl_21463614.mp3	10	0	1	0
common_voice_pl_21463615.mp3	10	0	1	0
common_voice_pl_21463640.mp3	10	0	1	0
common_voice_pl_21463641.mp3	10	0	1	0
common_voice_pl_21463643.mp3	10	0	1	0
common_voice_pl_21463645.mp3	10	0	1	0
common_voice_pl_21463676.mp3	10	0	1	0
common_voice_pl_21463678.mp3	10	0	1	0
common_voice_pl_21463680.mp3	10	0	1	0
common_voice_pl_21463681.mp3	10	0	1	0
common_voice_pl_21463683.mp3	10	0	1	0
common_voice_pl_21463712.mp3	10	0	1	0
common_voice_pl_21463714.mp3	10	0	1	0
common_voice_pl_21463719.mp3	10	0	1	0
common_voice_pl_21463724.mp3	10	0	1	0
common_voice_pl_21463906.mp3	10	0	1	0
common_voice_pl_21463907.mp3	10	0	1	0
common_voice_pl_21463908.mp3	10	0	1	0
common_voice_pl_21463909.mp3	10	0	1	0
common_voice_pl_21463910.mp3	10	0	1	0
common_voice_pl_21464010.mp3	10	0	1	0
common_voice_pl_21464012.mp3	10	0	1	0
common_voice_pl_21464013.mp3	10	0	1	0
common_voice_pl_21464014.mp3	10	0	1	0
common_voice_pl_21464015.mp3	10	0	1	0
common_voice_pl_21464034.mp3	10	0	1	0
common_voice_pl_21464035.mp3	10	0	1	0
common_voice_pl_21464037.mp3	10	0	1	0
common_voice_pl_21464038.mp3	10	0	1	0
common_voice_pl_21464039.mp3	10	0	1	0
common_voice_pl_21464229.mp3	10	0	1	0
common_voice_pl_21464232.mp3	10	0	1	0
common_voice_pl_21464233.mp3	10	0	1	0
common_voice_pl_21464234.mp3	10	0	1	0
common_voice_pl_23976135.mp3	10	0	1	0
